,id,Tanggal_Order,Waktu_Pesan,Nama_Pemesan,No_Resi,Produk,Kategori,Jumlah_Pesanan,Harga,Diskon,Total_Harga,Profit,Kota_Pengiriman - Media Pemesanan,Admin_Proses,Ekspedisi,Rating
420,421,2018/02/12,16:28:32,Francoise Inott,34645-4010,Parka Jackets,,2.0,,29.0,,,Tangerang - Website,Jeff,Tiki,2.0
421,422,2018/02/08,16:50:14,Wallie Moreland,37205-243,Parka Jackets,,14.0,,13.0,,,Tangerang - FB Marketplace,Nami,POS Indonesia,3.0
422,423,2018/02/03,11:37:41,Mechelle Brackstone,49738-124,Oversized T-Shirt,,20.0,,,,,Depok - Lazada,Elon,,4.0
423,424,2018/02/12,10:32:14,Lexy Yeabsley,54575-966,T-Shirt,,9.0,,15.0,,,Yogyakarta - FB Marketplace,Mark,Shopee Express,2.0
424,425,2018/02/19,3:11:00,Carrol Jaszczak,36987-1291,Cargo Pants,,15.0,,24.0,,,Tangerang - Shopee,Wanokuni,JNE,3.0
425,426,2018/02/02,12:59:10,Ruddy Vedekhov,0037-0245,Topi,,16.0,,15.0,,,Bogor - Tiktok,Wanokuni,Tiki,4.0
426,427,2018/02/02,2:57:53,Seymour Maciejewski,0069-0145,Parka Jackets,,5.0,,22.0,,,Jakarta - FB Marketplace,Wanokuni,Shopee Express,4.0
427,428,2018/02/08,18:37:41,Chicky Boosey,67777-120,Cargo Pants,,13.0,,,,,Tangerang - Tokopedia,Wanokuni,SiCepat,5.0
428,429,2018/02/22,15:24:59,Marylynne Oguz,0517-6110,Parka Jackets,,15.0,,,,,Jakarta - FB Marketplace,Jeff,JNT,3.0
429,430,2018/02/17,19:13:52,Elnar Drever,49738-258,T-Shirt,,23.0,,,,,Yogyakarta - Instagram,Rizal,Shopee Express,4.0
430,431,2018/02/03,5:11:20,Mic Lobe,24208-430,T-Shirt,,16.0,,,,,Tangerang - Tokopedia,Abraham,,3.0
431,432,2018/02/05,18:13:09,Zane Lusher,24208-478,Parka Jackets,,2.0,,32.0,,,Yogyakarta - Shopee,Mark,JNE,2.0
432,433,2018/02/11,2:53:13,Gan Castagne,0378-1813,T-Shirt,,20.0,,,,,Semarang - FB Marketplace,Elon,JNE,5.0
433,434,2018/02/02,14:27:34,Kain Morrant,63323-483,Mug,,18.0,,26.0,,,,Abraham,Shopee Express,3.0
434,435,2018/02/17,4:27:48,Geoffry Miliffe,0409-1412,Oversized T-Shirt,,4.0,,,,,Jakarta - FB Marketplace,Abraham,Shopee Express,4.0
435,436,2018/02/16,11:52:45,Mab Habbes,63936-8558,Oversized T-Shirt,,18.0,,,,,Bali - Tiktok,Abraham,Shopee Express,3.0
436,437,2018/02/13,2:36:40,Tymon Guildford,49349-519,,,25.0,,34.0,,,Tangerang - Shopee,Nami,JNE,3.0
437,438,2018/02/04,11:44:07,Dorice Jarman,0942-6489,Sweater,,18.0,,10.0,,,Yogyakarta - Instagram,Wanokuni,SiCepat,2.0
438,439,2018/02/14,10:57:06,Maura Kalisch,49999-454,Oversized T-Shirt,,10.0,,,,,Bandung - Tiktok,Nami,SiCepat,1.0
439,440,2018/02/11,21:17:38,Mechelle Brackstone,57520-0552,T-Shirt,,19.0,,,,,Depok - Lazada,Jeff,Shopee Express,1.0
440,441,2018/02/21,7:32:19,Murial Whistan,43742-0302,Cargo Pants,,15.0,,,,,Bali - Whatsapp,Rizal,JNT,2.0
441,442,2018/02/24,7:43:13,Deana Hoppner,60505-2967,Mug,,11.0,,8.0,,,Depok - Shopee,Jeff,SiCepat,1.0
442,443,2018/02/26,22:42:29,Madlin Conneau,52125-869,Oversized T-Shirt,,21.0,,25.0,,,Bogor - Instagram,Wanokuni,Tiki,5.0
443,444,2018/02/16,12:14:45,Peria Logsdail,63481-439,Parka Jackets,,18.0,,18.0,,,Bandung - Lazada,Jeff,SiCepat,3.0
444,445,2018/02/15,14:03:50,Ruddy Vedekhov,51009-206,Oversized T-Shirt,,17.0,,20.0,,,Bandung - Tiktok,Mark,,5.0
445,446,2018/02/10,16:53:38,Felicity Primak,66116-432,T-Shirt,,2.0,,,,,Bogor - Tokopedia,Nami,POS Indonesia,2.0
446,447,2018/02/10,6:08:54,Ainslie Scothorn,55728-001,Mug,,2.0,,,,,Jakarta - Website,Wanokuni,Wahana,2.0
447,448,2018/02/08,6:15:00,Torey Dwane,43063-012,T-Shirt,,2.0,,,,,Bali - Lazada,Mark,Tiki,3.0
448,449,2018/02/24,6:56:10,Caitlin Breit,57955-1541,T-Shirt,,15.0,,33.0,,,Yogyakarta - Website,Wanokuni,Shopee Express,1.0
449,450,2018/02/19,22:08:46,Galen Janic,10267-0546,T-Shirt,,3.0,,,,,Jakarta - Website,Jeff,Wahana,3.0
450,451,2018/02/24,23:08:08,Antonietta Mollison,59883-920,T-Shirt,,12.0,,,,,Yogyakarta - Tiktok,Wanokuni,Shopee Express,4.0
451,452,2018/02/25,5:36:30,Athena Kloisner,16729-001,,,23.0,,35.0,,,Bogor - Whatsapp,Jeff,JNT,3.0
452,453,2018/02/27,1:25:48,Rosanna Rappoport,36987-1197,T-Shirt,,23.0,,22.0,,,Yogyakarta - FB Marketplace,Abraham,JNT,4.0
453,454,2018/02/27,22:13:34,Guy Ownsworth,0007-4643,Sweater,,10.0,,,,,Bali - FB Marketplace,Wanokuni,POS Indonesia,5.0
454,455,2018/02/04,9:14:50,Cornell Macak,0904-6112,T-Shirt,,8.0,,27.0,,,Bali - Website,Wanokuni,Wahana,4.0
455,456,2018/02/12,14:37:00,Wiley Ingree,41520-295,Topi,,8.0,,17.0,,,Jakarta - Instagram,Mark,JNE,
456,457,2018/02/03,18:55:28,Loren Prenty,64159-6011,,,4.0,,,,,Tangerang - Whatsapp,Elon,JNE,4.0
457,458,2018/02/25,7:00:56,Merline McGilvary,68645-191,T-Shirt,,14.0,,,,,Jakarta - Instagram,Rizal,SiCepat,2.0
458,459,2018/02/22,23:32:50,Riki Bickerstasse,63868-974,Parka Jackets,,7.0,,7.0,,,Tangerang - Whatsapp,Rizal,SiCepat,2.0
459,460,2018/02/27,7:58:50,Emiline Oddey,54748-301,Parka Jackets,,16.0,,,,,Jakarta - Instagram,Nami,SiCepat,4.0
460,461,2018/02/11,10:12:50,Jeralee Renzullo,59779-029,Parka Jackets,,6.0,,,,,Tangerang - Shopee,Jeff,POS Indonesia,
461,462,2018/02/11,22:40:32,Skell Hackin,55111-156,,,20.0,,,,,Semarang - Tiktok,Mark,JNE,4.0
462,463,2018/02/01,20:46:01,Denny Tunnacliffe,65585-577,Oversized T-Shirt,,7.0,,,,,Jakarta - FB Marketplace,Rizal,Shopee Express,4.0
463,464,2018/02/05,18:02:42,Crysta Ward,54868-5218,T-Shirt,,23.0,,23.0,,,Bandung - Lazada,Mark,JNE,5.0
464,465,2018/02/04,8:47:22,Bunny Crepel,64117-839,Mug,,20.0,,,,,,Mark,Tiki,4.0
465,466,2018/02/06,21:13:35,Cherice Trowler,63323-280,Oversized T-Shirt,,21.0,,8.0,,,Jakarta - Website,Abraham,POS Indonesia,1.0
466,467,2018/02/11,10:13:55,Doro Cowdry,68001-152,T-Shirt,,16.0,,,,,Jakarta - FB Marketplace,Nami,POS Indonesia,1.0
467,468,2018/02/03,1:37:45,Donaugh Balding,68084-787,T-Shirt,,4.0,,23.0,,,Jakarta - FB Marketplace,Nami,,3.0
468,469,2018/02/24,7:04:20,Eveleen Lovie,30142-693,Topi,,23.0,,,,,,Wanokuni,Shopee Express,4.0
469,470,2018/02/19,21:47:12,Aldis Laurant,49781-079,Oversized T-Shirt,,3.0,,,,,Jakarta - Tokopedia,Rizal,JNE,3.0
470,471,2018/02/19,12:06:16,Arvie Schusterl,0004-1101,T-Shirt,,3.0,,34.0,,,Depok - Whatsapp,Abraham,,5.0
471,472,2018/02/01,5:34:10,Doralin Fricke,0409-1209,Oversized T-Shirt,,21.0,,,,,Yogyakarta - FB Marketplace,Wanokuni,SiCepat,1.0
472,473,2018/02/05,23:11:56,Tabitha Truin,0013-0101,T-Shirt,,7.0,,23.0,,,Semarang - Instagram,Elon,,1.0
473,474,2018/02/05,10:03:06,Milo Taffarello,43063-401,Oversized T-Shirt,,11.0,,,,,Depok - FB Marketplace,Wanokuni,SiCepat,1.0
474,475,2018/02/19,12:04:15,Breena Hearon,60905-0028,Parka Jackets,,6.0,,9.0,,,Semarang - Shopee,Mark,SiCepat,3.0
475,476,2018/02/14,16:44:25,Herby Bates,41415-047,Oversized T-Shirt,,24.0,,,,,Semarang - Website,Abraham,POS Indonesia,5.0
476,477,2018/02/10,21:11:27,Mychal Codlin,60429-769,Topi,,7.0,,,,,Bogor - Lazada,Abraham,POS Indonesia,4.0
477,478,2018/02/05,21:03:29,Christian Dulinty,49348-097,T-Shirt,,20.0,,,,,Bali - Tiktok,Nami,SiCepat,1.0
478,479,2018/02/22,8:43:50,Hayes Skamell,16129-003,Oversized T-Shirt,,12.0,,,,,Jakarta - Website,Nami,JNE,5.0
479,480,2018/02/07,5:01:04,Ellie Klimt,55315-019,Oversized T-Shirt,,23.0,,,,,Jakarta - Website,Abraham,Wahana,5.0
480,481,2018/02/26,10:02:18,Jennine Sandhill,0049-0056,Parka Jackets,,6.0,,9.0,,,Bogor - Tokopedia,Jeff,POS Indonesia,4.0
481,482,2018/02/18,0:13:44,Dulcinea Karadzas,52125-743,Oversized T-Shirt,,7.0,,,,,Yogyakarta - Tiktok,Nami,POS Indonesia,1.0
482,483,2018/02/24,17:03:47,Keslie McCurrie,36800-942,T-Shirt,,21.0,,31.0,,,Jakarta - Tokopedia,Abraham,SiCepat,1.0
483,484,2018/02/11,14:23:30,Galen Janic,0603-2433,Topi,,1.0,,32.0,,,Bandung - Tokopedia,Elon,Tiki,2.0
484,485,2018/02/06,5:19:41,Ame Santoro,76237-201,Oversized T-Shirt,,11.0,,29.0,,,Bali - Shopee,Jeff,Tiki,5.0
485,486,2018/02/08,13:49:22,Xever Dionisi,0009-0698,Mug,,22.0,,,,,Jakarta - Shopee,Elon,JNE,4.0
486,487,2018/02/14,6:03:34,Aylmar Sannes,36800-481,Oversized T-Shirt,,11.0,,,,,Yogyakarta - Tiktok,Mark,,2.0
487,488,2018/02/27,21:34:26,Cyb Schiersch,0056-0188,T-Shirt,,10.0,,,,,Depok - Instagram,Mark,SiCepat,5.0
488,489,2018/02/06,7:29:35,Reginald Gillooly,68196-041,Parka Jackets,,10.0,,,,,Yogyakarta - Tokopedia,Abraham,POS Indonesia,2.0
489,490,2018/02/19,19:20:12,Cristian McAirt,54643-5646,T-Shirt,,21.0,,,,,Bogor - Whatsapp,Wanokuni,JNT,1.0
490,491,2018/02/03,23:16:26,Claudette Handes,0536-3405,Topi,,24.0,,,,,Tangerang - Whatsapp,Abraham,,2.0
491,492,2018/02/06,18:21:29,Earlie Moorton,55154-1681,Topi,,24.0,,,,,Bandung - Lazada,Wanokuni,JNT,3.0
492,493,2018/02/07,18:08:38,Martyn Rawkesby,57955-8345,Mug,,12.0,,,,,Bali - Lazada,Rizal,Shopee Express,2.0
493,494,2018/02/25,23:03:55,Davita Buney,46123-034,Oversized T-Shirt,,7.0,,26.0,,,Bogor - FB Marketplace,Rizal,SiCepat,
494,495,2018/02/06,2:46:20,Eddi Hegg,0378-3612,T-Shirt,,13.0,,,,,Depok - Whatsapp,Elon,,1.0
495,496,2018/02/25,6:53:37,Chlo Jefferys,68258-6106,T-Shirt,,25.0,,,,,Semarang - Instagram,Jeff,Wahana,3.0
496,497,2018/02/12,14:38:43,Laurent Pretsel,49288-0672,T-Shirt,,12.0,,,,,Bali - Shopee,Mark,Wahana,5.0
497,498,2018/02/13,0:30:42,Rutter McGriele,41250-969,Parka Jackets,,15.0,,34.0,,,Tangerang - Website,Wanokuni,JNT,1.0
498,499,2018/02/24,12:35:12,Staford Strongman,11084-702,T-Shirt,,2.0,,,,,Semarang - Lazada,Elon,POS Indonesia,2.0
499,500,2018/02/09,12:20:01,Janean Jiru,50181-0014,Topi,,2.0,,6.0,,,Semarang - Lazada,Jeff,Shopee Express,3.0
500,501,2018/02/20,15:57:33,Tabatha Renn,0703-3067,Mug,,15.0,,,,,Depok - Lazada,Jeff,Tiki,5.0
501,502,2018/02/12,11:09:00,Clive Ciabatteri,41250-431,T-Shirt,,6.0,,32.0,,,Bali - Lazada,Nami,JNE,3.0
502,503,2018/02/12,12:14:03,Ame Gillman,16781-427,Oversized T-Shirt,,24.0,,13.0,,,Bogor - Tiktok,Abraham,JNE,4.0
503,504,2018/02/01,17:42:52,Leonie Organer,59021-004,T-Shirt,,3.0,,,,,Bali - Instagram,Elon,SiCepat,5.0
504,505,2018/02/08,19:15:51,Lilia Batchelour,51079-141,Parka Jackets,,20.0,,31.0,,,Yogyakarta - Tokopedia,Jeff,POS Indonesia,5.0
505,506,2018/02/17,16:46:18,Nelie Rorke,37808-001,T-Shirt,,21.0,,,,,Bali - FB Marketplace,Mark,SiCepat,3.0
506,507,2018/02/26,5:30:26,Mufinella Codling,55154-3940,Topi,,13.0,,,,,Bogor - Instagram,Nami,JNE,3.0
507,508,2018/02/22,16:38:08,Rickard Deeny,50111-394,Oversized T-Shirt,,20.0,,,,,,Jeff,SiCepat,2.0
508,509,2018/02/11,7:32:17,Athena Allenby,10096-0226,T-Shirt,,13.0,,,,,,Wanokuni,JNT,5.0
509,510,2018/02/04,0:38:32,Pooh Brainsby,66116-403,Mug,,3.0,,,,,Bali - Whatsapp,Jeff,Shopee Express,3.0
510,511,2018/02/04,3:40:55,Tris Clewlow,65044-0779,Parka Jackets,,20.0,,21.0,,,Yogyakarta - Lazada,Jeff,POS Indonesia,1.0
511,512,2018/02/20,18:45:45,Cly Arnall,0378-1132,Cargo Pants,,25.0,,24.0,,,Tangerang - Tokopedia,Mark,Shopee Express,2.0
512,513,2018/02/02,4:53:22,Annice Gurnay,62011-0051,T-Shirt,,16.0,,,,,Depok - Tiktok,Abraham,JNE,1.0
513,514,2018/02/09,11:24:54,Dusty Warn,55648-742,Cargo Pants,,2.0,,,,,Semarang - Shopee,Elon,Wahana,4.0
514,515,2018/02/16,20:26:16,Tandie Colston,42507-477,Sweater,,21.0,,,,,,Jeff,JNT,1.0
515,516,2018/02/20,8:56:04,Terry Kiebes,53808-0956,,,15.0,,11.0,,,Tangerang - Lazada,Elon,Tiki,5.0
516,517,2018/02/12,19:51:33,Penn Linguard,49430-014,T-Shirt,,5.0,,10.0,,,Semarang - FB Marketplace,Wanokuni,POS Indonesia,1.0
517,518,2018/02/05,23:35:15,Shawnee Lippi,43742-0233,Parka Jackets,,10.0,,,,,Bandung - FB Marketplace,Abraham,Shopee Express,5.0
518,519,2018/02/09,23:45:04,Karena Stormonth,0409-6695,Oversized T-Shirt,,18.0,,27.0,,,Bandung - Whatsapp,Mark,SiCepat,1.0
519,520,2018/02/01,18:40:08,Dario Eliez,51815-224,Parka Jackets,,9.0,,,,,Bogor - Tokopedia,Jeff,Tiki,2.0
520,521,2018/02/25,12:15:12,Coraline Bertwistle,49288-0057,Mug,,22.0,,25.0,,,Jakarta - FB Marketplace,Rizal,SiCepat,3.0
521,522,2018/02/25,21:39:09,Arny Milbourn,46122-157,Topi,,13.0,,14.0,,,Depok - Whatsapp,Jeff,JNT,4.0
522,523,2018/02/10,9:53:50,Lauretta Schubbert,53808-0747,,,13.0,,23.0,,,Depok - Shopee,Nami,JNT,1.0
523,524,2018/02/20,18:53:28,Herb Grigoliis,55154-6830,Parka Jackets,,15.0,,,,,Semarang - Lazada,Mark,JNE,1.0
524,525,2018/02/17,14:32:15,Odille Lafay,58668-4001,Oversized T-Shirt,,24.0,,6.0,,,Tangerang - Tiktok,Jeff,Tiki,1.0
525,526,2018/02/08,16:28:17,Phillipe Rankcom,16590-817,T-Shirt,,8.0,,,,,Depok - Lazada,Jeff,Wahana,4.0
526,527,2018/02/07,16:36:12,Jo-anne Reneke,50111-787,,,23.0,,,,,Bali - Tiktok,Nami,SiCepat,3.0
527,528,2018/02/11,10:53:10,Terry Kiebes,66116-435,T-Shirt,,3.0,,,,,Jakarta - Tiktok,Abraham,JNE,4.0
528,529,2018/02/08,15:02:35,Ainslie Scothorn,54868-5494,Sweater,,21.0,,14.0,,,Yogyakarta - Tiktok,Rizal,POS Indonesia,3.0
529,530,2018/02/26,7:45:54,Amalia Massy,0268-6616,Topi,,,,,,,Bali - Shopee,Wanokuni,Wahana,2.0
530,531,2018/02/15,10:25:51,Ellynn Weagener,10019-075,Cargo Pants,,23.0,,28.0,,,Jakarta - Website,Jeff,POS Indonesia,4.0
531,532,2018/02/23,23:37:12,Itch Keyme,49348-716,T-Shirt,,25.0,,,,,Jakarta - Whatsapp,Rizal,Wahana,3.0
532,533,2018/02/10,2:36:39,Leighton Cowoppe,30142-910,T-Shirt,,4.0,,,,,Bali - FB Marketplace,Mark,JNE,3.0
533,534,2018/02/17,5:35:54,Douglas Hurling,10267-3852,T-Shirt,,3.0,,,,,Bandung - Tiktok,Mark,,1.0
534,535,2018/02/27,3:38:29,Nicolai Jerrems,0409-2337,T-Shirt,,11.0,,,,,Bandung - Tiktok,Abraham,POS Indonesia,4.0
535,536,2018/02/02,23:09:59,Cinderella Garralts,67457-211,Oversized T-Shirt,,12.0,,7.0,,,Yogyakarta - Website,Abraham,POS Indonesia,3.0
536,537,2018/02/10,1:27:25,Cayla Bonifazio,68400-356,Sweater,,19.0,,23.0,,,Jakarta - Website,Jeff,Shopee Express,5.0
537,538,2018/02/17,10:40:35,Vicki Worwood,59779-224,Parka Jackets,,7.0,,24.0,,,Bali - Tiktok,Elon,SiCepat,5.0
538,539,2018/02/05,23:08:36,Shelli Sterzaker,60429-138,Cargo Pants,,11.0,,11.0,,,Tangerang - Lazada,Wanokuni,POS Indonesia,5.0
539,540,2018/02/07,23:41:12,Faber Wasiel,67386-421,Oversized T-Shirt,,6.0,,30.0,,,Yogyakarta - Tokopedia,Rizal,POS Indonesia,4.0
540,541,2018/02/27,7:25:04,Culley Forrestill,55154-2888,Topi,,8.0,,,,,Semarang - Shopee,Nami,JNT,2.0
541,542,2018/02/09,0:42:58,Maximo Dytham,52125-531,Cargo Pants,,13.0,,,,,Tangerang - Tiktok,Jeff,Tiki,1.0
542,543,2018/02/07,19:53:31,Corrie Gong,52125-435,T-Shirt,,4.0,,10.0,,,Bogor - Tiktok,Abraham,JNT,1.0
543,544,2018/02/16,19:32:24,Cayla Bonifazio,64679-101,T-Shirt,,24.0,,,,,Depok - Instagram,Wanokuni,Shopee Express,3.0
544,545,2018/02/07,3:20:06,Malva Daniel,37205-200,Parka Jackets,,17.0,,24.0,,,Bandung - Tiktok,Mark,JNE,1.0
545,546,2018/02/05,4:41:27,Hortense Antoniewicz,13537-174,Topi,,17.0,,,,,Bogor - FB Marketplace,Abraham,POS Indonesia,1.0
546,547,2018/02/07,2:34:40,Patrizia Devas,10812-978,T-Shirt,,13.0,,,,,Bali - Tokopedia,Nami,Tiki,5.0
547,548,2018/02/18,20:11:17,Alfie Billin,49852-007,Oversized T-Shirt,,6.0,,,,,Bogor - Whatsapp,Abraham,JNT,2.0
548,549,2018/02/21,18:17:13,Olga Maxsted,55878-101,Oversized T-Shirt,,22.0,,,,,Bali - Instagram,Jeff,Wahana,
549,550,2018/02/11,12:08:27,Nikoletta Dugue,59779-306,Mug,,17.0,,,,,Tangerang - Lazada,Nami,Shopee Express,3.0
550,551,2018/02/04,6:40:16,Carroll Conklin,65174-461,Oversized T-Shirt,,16.0,,,,,Bandung - Instagram,Elon,Shopee Express,5.0
551,552,2018/02/03,0:34:12,Karie Coupe,0187-1619,Cargo Pants,,8.0,,30.0,,,Bali - Tokopedia,Rizal,POS Indonesia,2.0
552,553,2018/02/15,16:19:20,Ardra Selland,59970-075,Oversized T-Shirt,,2.0,,,,,Yogyakarta - Tokopedia,Abraham,JNE,5.0
553,554,2018/02/18,18:29:32,Cassius Ramplee,49348-107,Oversized T-Shirt,,15.0,,14.0,,,Jakarta - Tokopedia,Jeff,SiCepat,1.0
554,555,2018/02/14,14:42:48,Dusty Warn,68645-418,T-Shirt,,4.0,,,,,Bogor - FB Marketplace,Mark,JNT,5.0
555,556,2018/02/15,22:02:30,Leland Galer,64720-188,Oversized T-Shirt,,6.0,,,,,Bandung - Instagram,Elon,JNT,3.0
556,557,2018/02/27,3:11:44,Jennine Sandhill,43406-0028,Sweater,,14.0,,,,,Bali - Whatsapp,Rizal,SiCepat,1.0
557,558,2018/02/12,9:14:06,Wally Trussler,10812-041,Oversized T-Shirt,,22.0,,27.0,,,Tangerang - FB Marketplace,Mark,SiCepat,2.0
558,559,2018/02/17,15:26:28,Jordana Ram,60505-3220,Parka Jackets,,18.0,,9.0,,,Bandung - Lazada,Rizal,Tiki,2.0
559,560,2018/02/23,10:54:40,Vonni Pavese,63824-202,T-Shirt,,3.0,,,,,Depok - Whatsapp,Wanokuni,POS Indonesia,2.0
560,561,2018/02/02,11:04:40,Penny Bercevelo,75848-0100,T-Shirt,,15.0,,20.0,,,Semarang - Website,Rizal,,4.0
561,562,2018/02/22,23:41:25,Jacynth Puckring,61722-209,T-Shirt,,18.0,,,,,Jakarta - Instagram,Rizal,Tiki,4.0
562,563,2018/02/17,22:39:59,Maxine Poolton,37205-827,Parka Jackets,,24.0,,,,,Depok - FB Marketplace,Nami,,1.0
563,564,2018/02/09,19:57:42,Corrinne Scargill,60505-3780,T-Shirt,,14.0,,6.0,,,,Abraham,JNE,3.0
564,565,2018/02/22,17:02:22,Manon Barnwall,0781-1375,Sweater,,5.0,,,,,Bandung - Whatsapp,Abraham,JNE,4.0
565,566,2018/02/03,3:25:48,Peggi Bulger,12022-240,Mug,,12.0,,33.0,,,,Elon,Wahana,3.0
566,567,2018/02/26,12:16:30,Rori Lelliott,98132-727,T-Shirt,,25.0,,25.0,,,,Mark,JNE,3.0
567,568,2018/02/12,21:48:57,Wallie Lorrain,48951-8193,Parka Jackets,,14.0,,9.0,,,Depok - Whatsapp,Mark,Tiki,3.0
568,569,2018/02/13,20:07:20,Genevieve Burgin,76325-188,,,11.0,,,,,Depok - Shopee,Nami,Tiki,5.0
569,570,2018/02/01,14:56:55,Brendon Sloan,0904-6000,T-Shirt,,3.0,,13.0,,,Bandung - Shopee,Elon,JNT,2.0
570,571,2018/02/19,20:59:41,Nama Customer,61657-0970,Oversized T-Shirt,,22.0,,11.0,,,Bandung - Tiktok,Elon,Shopee Express,2.0
571,572,2018/02/27,9:06:51,Mayne Eliaz,30142-217,Oversized T-Shirt,,16.0,,,,,Semarang - Shopee,Rizal,Wahana,1.0
572,573,2018/02/04,19:34:25,Kahaleel Brain,52389-160,Topi,,24.0,,,,,Yogyakarta - Website,Elon,Tiki,5.0
573,574,2018/02/21,3:19:16,Kerby Bolton,0093-3011,T-Shirt,,16.0,,,,,Tangerang - Website,Rizal,JNT,4.0
574,575,2018/02/27,4:30:16,Bil Ferrer,54868-6044,T-Shirt,,10.0,,,,,Jakarta - Whatsapp,Nami,SiCepat,5.0
575,576,2018/02/03,21:43:32,Doro Cowdry,48951-7010,Cargo Pants,,12.0,,,,,Depok - FB Marketplace,Jeff,Shopee Express,5.0
576,577,2018/02/19,4:17:56,Klarika Birdwistle,0149-0478,Topi,,,,,,,Bandung - Tiktok,Jeff,Tiki,2.0
577,578,2018/02/05,18:48:28,Cly Arnall,75847-1601,Oversized T-Shirt,,4.0,,,,,Bali - Shopee,Abraham,POS Indonesia,
578,579,2018/02/03,6:11:20,Weber Corringham,66116-427,,,16.0,,,,,Depok - Whatsapp,Abraham,JNE,1.0
579,580,2018/02/25,18:03:55,Linnet Gullivan,49999-016,Oversized T-Shirt,,11.0,,,,,Bogor - Whatsapp,Abraham,SiCepat,
580,581,2018/02/10,17:17:59,Benedict Vigrass,55165-0104,Oversized T-Shirt,,21.0,,7.0,,,Semarang - Lazada,Jeff,Wahana,3.0
581,582,2018/02/07,11:19:04,Frannie Roselli,36987-1655,T-Shirt,,,,16.0,,,Depok - FB Marketplace,Elon,POS Indonesia,4.0
582,583,2018/02/05,6:02:10,Frieda Spaule,65044-1341,T-Shirt,,24.0,,,,,Jakarta - Instagram,Rizal,POS Indonesia,2.0
583,584,2018/02/09,2:38:31,Linnet Gullivan,21130-490,Cargo Pants,,7.0,,,,,,Elon,POS Indonesia,5.0
584,585,2018/02/08,2:17:53,Kinny Winks,24236-614,Cargo Pants,,2.0,,10.0,,,Depok - FB Marketplace,Rizal,JNT,3.0
585,586,2018/02/15,19:04:17,Dawn Mackro,30142-907,T-Shirt,,4.0,,24.0,,,Yogyakarta - Website,Wanokuni,Tiki,2.0
586,587,2018/02/07,22:23:05,Cob Sinnocke,57344-159,T-Shirt,,7.0,,24.0,,,Jakarta - Tiktok,Jeff,POS Indonesia,1.0
587,588,2018/02/14,14:06:11,Ab Jorry,55648-740,Parka Jackets,,23.0,,,,,Bogor - Shopee,Elon,Tiki,5.0
588,589,2018/02/15,18:20:04,Frieda Spaule,55714-2286,Cargo Pants,,9.0,,,,,Depok - Whatsapp,Elon,POS Indonesia,5.0
589,590,2018/02/18,18:59:32,Tess Heads,16995-002,T-Shirt,,22.0,,,,,,Rizal,Shopee Express,3.0
590,591,2018/02/15,21:39:44,Frederico Cargill,15751-2286,T-Shirt,,11.0,,,,,Yogyakarta - Tiktok,Wanokuni,POS Indonesia,2.0
591,592,2018/02/22,13:57:10,Nikoletta Dugue,0603-3714,T-Shirt,,1.0,,19.0,,,Yogyakarta - Website,Elon,Wahana,
592,593,2018/02/13,18:25:48,Beverly Jaffrey,59779-394,Parka Jackets,,6.0,,,,,Depok - Tiktok,Rizal,POS Indonesia,5.0
593,594,2018/02/21,19:29:06,Vikky Purdie,48951-5053,Topi,,9.0,,23.0,,,Semarang - FB Marketplace,Wanokuni,Wahana,4.0
594,595,2018/02/09,16:38:56,Kattie Rantoul,52244-020,Parka Jackets,,1.0,,,,,Yogyakarta - Tokopedia,Jeff,JNT,3.0
595,596,2018/02/27,16:59:40,Jere Brumfield,0075-0622,Cargo Pants,,25.0,,22.0,,,Jakarta - Instagram,Rizal,Wahana,3.0
596,597,2018/02/01,20:39:13,Penn Linguard,0363-3450,Oversized T-Shirt,,24.0,,,,,Bandung - Lazada,Wanokuni,POS Indonesia,5.0
597,598,2018/02/20,20:11:19,Eveleen Lovie,11716-1191,T-Shirt,,9.0,,29.0,,,Depok - Lazada,Abraham,POS Indonesia,2.0
598,599,2018/02/25,8:25:52,Gertrud Harget,68788-9510,T-Shirt,,19.0,,,,,Bali - Tokopedia,Abraham,JNT,2.0
599,600,2018/02/25,3:22:29,Erminia Gavaghan,36987-1921,Mug,,22.0,,34.0,,,Tangerang - Shopee,Elon,JNT,2.0
600,601,2018/02/06,6:45:05,Clive Ciabatteri,49288-0489,Parka Jackets,,5.0,,10.0,,,Bogor - Tokopedia,Wanokuni,JNT,3.0
601,602,2018/02/24,8:51:25,Emelia Eberle,55154-1183,T-Shirt,,23.0,,32.0,,,Bogor - Whatsapp,Rizal,SiCepat,4.0
602,603,2018/02/07,7:47:34,Petronilla Arp,49349-074,Parka Jackets,,10.0,,,,,Bandung - Tiktok,Rizal,Tiki,5.0
603,604,2018/02/10,8:33:55,Merwyn Bessom,0641-0367,Parka Jackets,,21.0,,33.0,,,Depok - Whatsapp,Nami,JNE,4.0
604,605,2018/02/06,5:28:50,Nat Houlden,0440-8505,T-Shirt,,19.0,,29.0,,,Jakarta - Tokopedia,Mark,SiCepat,1.0
605,606,2018/02/10,23:13:12,Gracia Murfin,63323-137,T-Shirt,,5.0,,,,,Bandung - Shopee,Nami,JNE,5.0
606,607,2018/02/21,23:16:17,Isaiah Verner,0904-6188,T-Shirt,,18.0,,,,,Bandung - Tokopedia,Rizal,POS Indonesia,5.0
